rel_path	pc_path	group	owned_contract	sha256
camera/CameraAnimation.cpp	src/camera/CameraAnimation.cpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	b6e586db3c1e2634371a57dd6b55105c8e38046e7d1fbe8736aa37a02904cf42
camera/CameraAnimation.hpp	src/camera/CameraAnimation.hpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	9b4c677148eddd28fb31b43d9ce3278fa3b59d45a16afd9bd9c4f4ecb0673d01
camera/CameraDirectorRuntime.cpp	src/camera/CameraDirectorRuntime.cpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	2a45d5b1247d70b2e7a0b96399988874f09c04408b63e70dc75aa3f791c54322
camera/CameraDirectorRuntime.hpp	src/camera/CameraDirectorRuntime.hpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	70dd1622a3f285cd1522a236597cd435e2ab1655441f118429bbab5df67401ff
camera/CameraParam.cpp	src/camera/CameraParam.cpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	42969d079cd9b7c8a18acabfe1b327f463236d401b774f6812245740051ebbec
camera/CameraParam.hpp	src/camera/CameraParam.hpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	893a221a7cc3b7d6abba2648fd803be0ad3523e72fe6e450e3d392a2115df2a4
camera/CameraPose.cpp	src/camera/CameraPose.cpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	062d1618ac1c6bf533fd1fd5b7aad214dd0805ccc8228dff522e27ed110c9d2b
camera/CameraPose.hpp	src/camera/CameraPose.hpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	044cb5bdbfd53e18099a765fd77dcbf1fb7b081a660c7ccf7bfbc32d0edeb489
camera/EventCamera.cpp	src/camera/EventCamera.cpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	657b32cc6745b3119164e127ea74263212058fd1f6ac12d44b46661274e36868
camera/EventCamera.hpp	src/camera/EventCamera.hpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	aa0c3e676b11f9b605a1db134719b9e2e6332fab5828b4492b59a7249290f1fe
camera/OriginalAnimationCamera.cpp	src/camera/OriginalAnimationCamera.cpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	06abe164aef89404779c62e8c0ace7179e1e62b67824babd9da0240d80764646
camera/OriginalAnimationCamera.hpp	src/camera/OriginalAnimationCamera.hpp	render-gx-j3d-brlyt	GX/J3D/BRLYT/camera/light/render-state services expected by original Game code	77b454f69f4d3eec86fc90ec62897c0f911bf40d9df02c06ccd9aabc08ee0b14
